Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,Experience_Level,Gender_Female,Gender_Male,Workout_Type_Cardio Exercise,Workout_Type_High Intensity Interval Training,Workout_Type_Strength Training,Workout_Type_Yoga & Flexibility,Age_Group_25-34,Age_Group_35-44,Age_Group_45-54,Age_Group_55-64,Age_Group_Under 25,BMI_Category_Normal,BMI_Category_Obese,BMI_Category_Overweight,BMI_Category_Underweight,Fat_Category_Average,Fat_Category_Fit,Fat_Category_High Fat,Fat_Category_Lean,Calories_Level_High,Calories_Level_Low,Calories_Level_Medium,Calories_Burned
1.4223425629434225,0.6814925009182591,-0.0985447095312317,0.010081429295173942,0.9229704393447845,-0.3035548836794756,1.2645982622543077,-1.978320705376511,1.4559668595810233,0.7432950889940225,0.7942782996420856,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1313.0
0.6009648469104533,0.04931563343962506,-1.5086035679707506,-0.07672592206947153,0.5044940938263893,0.5157485887758075,0.12709831540423042,1.4263011193837272,-0.8778976451509954,0.7432950889940225,1.0646518616706466,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,883.0
-0.5489639555357039,-0.27149053811669743,-0.4902277257644319,-1.1184141384452173,-1.518141576179187,-1.1228583561347587,-0.42706832536888417,1.3463804192719846,-0.5444884301892788,0.7432950889940225,-0.030361064545025216,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,677.0
-1.1239283567587823,-0.9744334728504025,-0.17688131277787175,0.8781549429416287,1.4111928424495788,-0.8497571986496644,-1.943734921168988,0.6111099782439522,-0.8778976451509954,-0.35250206493201386,-0.9766685316449888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,532.0
-0.056137325915922236,-1.3093928578577387,0.5281481164418886,0.7045402402123377,0.9927164969311837,0.788849746260902,-1.7979015946497472,0.675046538333346,0.2890346072150136,-0.35250206493201386,-1.5805028201754416,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,556.0
1.4223425629434225,-0.7479820576341754,-0.3335545192711518,-1.0316067870805719,0.8532243817583852,1.608153218716185,0.9729316092158267,-1.5147806447284033,0.12232999973415573,1.8390922429200587,-0.6552244078999218,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1116.0
-0.2204128691225161,-0.16770030614259313,-0.020208106284591666,-0.5107626788926989,1.7599231303815748,1.471602639973638,0.681264956177345,-0.5877005234321881,-0.5444884301892788,-0.35250206493201386,-0.1730582222823212,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1385.0
0.10813821729067163,-0.19600673304462127,-1.6652767744640307,0.7913475915769832,-0.19296648203760253,0.2426474312907132,0.0395983194926859,0.8988244986462259,-1.2113068601127126,-0.35250206493201386,0.8498550873924011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,895.0
-0.8775150419488915,2.2572169317978408,1.7031971651414874,0.4441181861184013,-1.1694112882471912,-1.3959595136198533,-0.6604016477996695,0.6270941182663003,-0.04437460774670292,0.7432950889940225,1.1157224233871532,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,719.0
-0.8775150419488915,1.3183871062138983,0.9198311326750888,-0.9447994357159263,-0.5416967699695985,0.2426474312907132,-0.5145683212804286,0.7549672384450887,0.12232999973415573,-0.35250206493201386,0.7747513201622452,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,808.0
