Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned
-1.534617214775267,1,-0.8895141921443174,-0.9602473452442704,-0.6843773816219898,1.6901770727951757,0.6522991675183548,-0.3979016600650359,3,-0.1561287428287777,0.9558530371384482,0.7432950889940225,0.2571762257769643,-0.515531400851832,2
0.0260004456873747,0,-0.6253208743920522,-0.5685643290110719,-1.5524508952684446,1.6204310152087764,0.1060968525481659,-0.981234966141999,1,0.4193002979757698,-1.5447160750744295,-0.3525020649320138,-1.095431707633773,-0.3983695239727887,1
1.2580670197368289,0,0.0823397981586576,-0.0202081062845916,1.2253843484002105,0.7137322665855869,-0.3035548836794756,-0.8354016396227585,0,0.2274906177075869,-1.2113068601127126,-0.3525020649320138,-1.095431707633773,0.0958132644016365,0
-1.2060661283620793,0,-0.7055224172811329,-1.6652767744640309,0.6177328888476923,0.9229704393447844,0.788849746260902,-0.6312349824958213,0,1.0746500388920597,-0.2110792152275615,-1.44829921885805,-1.095431707633773,0.1378713740505234,1
-1.534617214775267,0,-0.3988694591758247,-1.5869401712173907,0.4441181861184013,-1.1694112882471912,-1.6690606711049476,-0.6604016477996695,3,0.4832368580651637,-0.7111930376701368,0.7432950889940225,0.2571762257769643,0.5103860595120965,0
-1.616754986378564,0,-0.4507645751628772,-0.725237535504352,1.485806402494147,-0.8206810003151952,-0.7132066199071172,1.7895982377235748,0,-1.11517714416969,0.1223299997341557,1.839092242920059,1.6097841591877016,-0.1069669071197844,2
-1.616754986378564,0,-0.4083049348098343,-1.5869401712173907,0.7045402402123377,-0.9601731154879936,1.1985014824885436,-0.0770683417227067,0,0.8988244986462259,-0.3777838227084202,-0.3525020649320138,-1.095431707633773,0.4968673814106684,1
1.2580670197368289,1,0.2144364570347907,1.3898507521549273,-0.5107626788926989,0.1557638058943934,1.3350520612310908,-1.3020682844843283,3,-0.5557322433874912,1.7893760745427407,-1.44829921885805,-1.095431707633773,-0.4794815925813574,0
1.1759292481335315,0,-1.0121753753864406,-1.1952571549841906,-0.7711847329866354,0.3650019786535909,1.1985014824885436,0.2437649766196231,1,0.5311892781322095,-0.7111930376701368,-0.3525020649320138,0.2571762257769643,-0.5485770584331003,1
-0.7132394987422978,1,1.865644692986448,1.4681873554015674,-0.2503406247987624,-0.4719507123831993,-1.1228583561347587,0.0395983194926859,1,-0.4438432632310515,1.7893760745427407,-0.3525020649320138,-1.095431707633773,0.9264609299671596,1
-1.3703416715686731,1,0.58242000676116,1.3898507521549273,0.5309255374830468,-1.099665230660792,-0.57665604116457,1.9062648989389668,2,-2.122177965577648,1.4559668595810231,1.839092242920059,1.6097841591877016,-0.1550333181470841,2
-0.3846884123291099,0,-0.9272560946803552,-1.5869401712173907,0.8781549429416287,-0.8206810003151952,-0.3035548836794756,-0.3687349947611885,0,0.96276105873562,-0.7111930376701368,-0.3525020649320138,-1.095431707633773,-0.2181204826204148,1
1.5044803345467197,0,0.2144364570347907,-0.8035741387509903,0.4441181861184013,0.3650019786535909,-1.3959595136198533,-0.7187349784073659,2,1.0746500388920597,-1.044602252631854,0.7432950889940225,0.2571762257769643,0.744709813270183,0
0.6009648469104533,1,1.6486287534042297,-0.646900932257712,0.4441181861184013,1.7599231303815748,0.1060968525481659,0.4187649684427114,2,-0.7155736436109765,1.2892622521001649,-0.3525020649320138,-1.095431707633773,2.333905527860281,2
1.5866181061500164,0,-0.3658452944567921,0.2148017034553284,-0.9447994357159264,-1.099665230660792,-0.7132066199071172,-1.8270682599535952,0,0.0356809374394045,-1.378011467593571,-1.44829921885805,-1.095431707633773,-0.5005106474058011,0
-1.1239283567587823,0,-0.4743532642479009,-0.3335545192711518,1.5726137538587923,1.480938900035978,0.6522991675183548,-0.8937349702304549,0,1.0586658988697113,-1.2113068601127126,-1.44829921885805,-1.095431707633773,-0.3472989622562827,1
0.1081382172906716,1,0.1436703897797197,1.5465239586482074,-0.0767259220694715,-0.4719507123831993,0.788849746260902,-0.3687349947611885,3,-0.4118749831863545,1.7893760745427407,0.7432950889940225,0.2571762257769643,-0.6086600722172254,1
-1.2060661283620793,0,-0.0450391229004696,0.2931383067019685,-0.4239553275280534,-1.1694112882471912,0.788849746260902,-1.156234957965088,3,0.9307927786909228,-1.8781252900361465,-0.3525020649320138,-1.095431707633773,-0.2076059552081929,0
